NAMA BAHAN,Air (g),Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (mg),Fosfor (mg),Besi (mg),Natrium (mg),Kalium (mg),Tembaga (mg),Seng (mg) ,Retinol (mcg),B-Kar (mcg),Kar-Total (mcg),Thiamin (mg),Riboflavin (mg),Niasin (mg),Vitamin C,BDD (%)
"Beras giling, mentah",12.0,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,27.0,71.0,0.1,0.5,0,0,0.0,0.2,0.08,2.6,0,100.0
"Beras giling var pelita, mentah",11.4,369,9.5,1.4,77.1,0.4,0.6,68,171,1.4,34.0,0.0,0.0,0.0,0,0,0.0,0.26,0.0,0.0,0,100.0
"Beras giling rojole, mentah",12.0,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,34.0,112.9,0.14,0.1,0,0,80.0,0.2,0.02,1.5,0,100.0
"Beras hitam, mentah",12.9,351,8.0,1.3,76.9,20.1,0.9,6,198,0.1,15.0,105.0,0.1,1.6,0,0,0.0,0.21,0.06,0.0,0,100.0
"Beras jagung kuning, kering, mentah",10.8,358,5.5,0.1,82.7,10.0,0.9,20,90,1.4,1.0,80.0,0.1,4.1,0,641,0.0,0.12,0.08,1.0,3,100.0
"Beras jagung putih, kering, mentah",22.5,307,4.8,0.1,71.8,10.0,0.8,17,78,1.2,1.0,70.0,0.1,3.5,0,301,0.0,0.15,0.07,0.9,0,100.0
"Beras ketan hitam tumbuk, mentah",13.7,360,8.0,2.3,74.5,1.0,1.5,10,347,6.2,11.0,288.0,0.28,2.2,0,0,0.0,0.24,0.1,2.0,0,100.0
"Beras ketan putih tumbuk, mentah",12.9,361,7.4,0.8,78.4,0.4,0.5,13,157,3.4,3.0,282.0,0.28,2.2,0,0,0.0,0.28,0.0,1.4,0,100.0
"Beras ladang, mentah",9.8,376,7.5,3.8,78.0,5.9,0.9,20,110,0.8,10.0,70.0,0.1,1.4,0,0,0.0,0.2,0.2,5.1,0,100.0
"Beras menir, mentah",12.0,362,7.7,4.4,73.0,0.2,0.2,22,272,3.7,90.0,201.0,0.1,0.5,0,0,0.0,0.55,0.0,1.9,0,100.0
Beras parboiled,10.0,353,6.8,0.6,80.0,0.5,2.5,5,142,0.8,2.0,46.0,0.28,1.0,0,0,0.0,0.22,0.11,3.4,0,100.0
"Beras tumbuk, mentah",11.5,354,7.8,0.4,79.9,3.8,0.4,3,112,0.6,5.0,85.0,0.5,1.5,0,0,0.0,0.25,0.22,5.1,0,100.0
"Beras tumbuk merah, mentah",14.6,352,7.3,0.9,76.2,0.8,1.0,15,257,4.2,10.0,202.0,0.36,1.9,0,0,0.0,0.34,0.0,3.3,0,100.0
"Centel, mentah",11.0,366,11.0,3.3,73.0,1.2,1.7,28,287,4.4,7.0,249.0,0.0,0.0,0,0,0.0,0.09,0.14,2.8,0,100.0
"Jagung muda, kuning, mentah",61.8,147,5.1,0.7,31.5,1.3,0.9,6,122,1.1,5.0,33.6,0.13,0.9,0,113,261.0,0.24,0.1,0.8,9,100.0
"Jagung kuning pipil, kering, mentah",11.5,366,9.8,7.3,69.1,22.0,2.4,30,538,2.3,5.0,79.4,0.1,4.1,0,636,641.0,0.12,0.12,1.8,3,100.0
"Jagung pipil var, harapan, kering",11.3,367,6.2,5.1,76.2,2.6,1.2,7,354,2.8,1.0,79.6,0.1,4.1,0,637,385.0,0.19,0.08,1.0,0,100.0
"Jagung pipil var, metro, kering",10.6,368,5.5,4.6,78.0,2.9,1.3,7,300,2.4,1.0,80.2,0.1,4.1,0,642,554.0,0.16,0.08,1.0,0,100.0
"Jali, mentah",23.0,324,11.0,4.0,61.0,3.1,1.0,213,176,11.0,24.0,0.0,0.1,0.4,0,0,0.0,0.14,0.08,1.8,0,90.0
"Jawawut, mentah",11.9,364,9.7,3.5,73.4,8.2,1.5,28,311,5.3,7.0,255.1,0.45,1.5,0,33,0.0,0.33,0.28,4.5,0,100.0
"Jampang huma, mentah",11.7,350,6.2,1.4,78.2,1.7,2.5,329,254,5.3,53.0,396.7,0.7,1.6,0,33,0.0,0.51,0.3,0.7,0,100.0
Nasi,56.7,180,3.0,0.3,39.8,0.2,0.2,25,27,0.4,1.0,38.0,0.1,0.6,0,0,0.0,0.05,0.1,2.6,0,100.0
Nasi tim,71.0,120,2.4,0.4,26.0,0.5,0.2,3,7,0.4,0.0,23.9,0.1,0.4,0,0,0.0,0.1,0.0,1.4,0,100.0
"Beras, tapai",75.5,99,1.7,0.3,22.4,0.0,0.2,4,29,0.0,26.0,2.0,0.1,0.5,0,0,0.0,0.0,0.0,0.0,0,100.0
"Beras, tepung, mentah",12.0,353,7.0,0.5,80.0,2.4,0.5,5,140,0.8,5.0,241.0,0.1,0.8,0,0,0.0,0.12,0.1,1.2,0,100.0
"Beras merah, Nasi",64.0,149,2.8,0.4,32.5,0.3,0.3,6,63,0.8,5.0,91.4,0.2,0.9,0,0,0.0,0.06,0.0,1.6,0,100.0
"Bihun, mentah",12.9,348,4.7,0.1,82.1,1.2,0.2,6,35,1.8,12.0,5.0,0.08,0.7,0,0,0.0,0.0,0.0,0.2,0,100.0
Bihung goreng instan,9.0,381,6.1,3.0,80.3,0.0,0.7,266,151,2.9,928.0,0.0,0.0,0.0,58,0,400.0,0.37,0.0,0.0,0,100.0
"Bihun jagung, mentah",11.3,354,0.5,0.3,87.4,3.0,0.5,13,111,0.6,49.0,1.4,0.4,0.0,0,0,0.0,0.02,0.02,0.3,0,100.0
"Jagung nasi, mentah",11.0,357,8.8,0.5,79.5,6.2,0.3,5,43,0.6,2.0,30.4,0.1,0.3,0,0,0.0,0.3,0.02,0.1,0,100.0
"Jagung muda, rebus",53.2,142,5.0,0.7,30.3,0.8,0.8,5,105,0.8,5.0,24.3,0.2,0.9,0,145,225.0,0.15,0.0,0.7,0,100.0
"Jagung kuning, tepung",12.0,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11.0,24.4,0.23,1.7,0,0,510.0,0.38,0.02,0.3,0,100.0
"Jagung kuning pipil, rebus",63.7,154,3.8,3.5,28.4,0.7,0.6,7,171,0.5,5.0,56.4,0.1,4.4,0,818,234.0,0.08,0.1,1.7,0,100.0
"Jagung, tepung putih",12.0,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11.0,224.4,0.23,1.7,0,0,0.0,0.38,0.02,0.3,0,100.0
"Ketan, ketupat",52.0,212,4.0,4.6,38.6,0.2,0.9,8,46,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.07,0.0,0.2,0,100.0
"Ketan hitam, matang",56.9,181,4.0,1.2,37.3,0.3,0.6,9,144,1.7,9.0,18.4,0.1,0.7,0,0,0.0,0.06,0.0,0.5,0,100.0
"Ketan hitam, tapai",50.2,166,3.8,1.0,34.4,0.3,0.6,8,106,1.6,5.0,12.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0,100.0
"Ketan putih, matang",60.7,163,3.0,0.4,35.7,0.2,0.2,4,55,0.7,8.0,16.8,0.1,0.8,0,0,0.0,0.07,0.0,0.5,0,100.0
"Ketan putih, tapai",58.9,172,3.0,0.5,37.5,0.6,0.1,6,35,0.5,1.0,0.0,0.0,0.0,0,0,0.0,0.04,0.0,0.2,0,100.0
"Meizena, tepung",14.0,341,0.3,0.0,85.0,7.0,0.7,20,30,1.5,6.0,9.0,0.22,1.6,0,0,0.0,0.0,0.09,1.3,0,100.0
"Makaroni, mentah",11.7,353,8.7,0.4,78.7,4.9,2.5,20,80,0.2,5.0,0.0,0.28,1.4,0,0,0.0,0.1,0.13,2.2,0,100.0
Mi basah,80.0,88,0.6,3.3,14.0,0.1,2.1,14,13,6.8,63.0,13.5,0.06,0.4,0,0,0.0,0.0,0.0,0.0,0,100.0
Mi kering,10.6,339,10.0,1.7,6.3,0.4,1.4,31,143,3.9,760.0,83.0,0.29,1.9,0,0,0.0,0.0,0.08,2.2,0,100.0
Misoa,10.0,345,8.5,2.2,78.0,0.5,1.3,52,120,8.7,3064.0,44.0,0.08,0.0,0,0,0.0,0.0,0.02,0.2,0,100.0
Roti putih,40.0,248,8.0,1.2,50.0,9.1,0.8,10,95,1.5,530.0,91.0,0.15,0.9,0,0,0.0,0.1,0.29,2.4,0,100.0
Tepung terigu,11.8,333,9.0,1.0,77.2,0.3,1.0,22,150,1.3,2.0,0.0,0.0,2.8,0,0,0.0,0.1,0.07,1.0,0,100.0
Amparan tatak,58.4,191,1.3,5.5,34.0,0.0,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
"Apang kukus, kue",49.5,202,3.0,0.3,46.7,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
"Apem, kue",63.1,148,2.0,0.5,33.9,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Biskuit,2.2,458,6.9,14.4,75.1,2.1,1.4,62,87,2.7,241.0,20.3,0.16,0.6,0,14,0.0,0.09,0.15,1.4,0,100.0
"Bakpia, kue",38.9,272,8.7,6.7,44.1,0.9,1.6,194,117,4.5,0.0,0.0,0.0,0.0,0,0,1392.0,0.31,1.0,2.9,0,100.0
Bakwan,40.5,280,8.2,10.2,39.0,3.4,2.1,204,79,7.0,0.0,0.0,0.0,0.0,0,0,0.0,0.08,0.0,0.0,0,100.0
Bantal,52.3,190,3.3,0.3,43.5,3.4,0.6,9,0,0.4,164.0,84.0,0.2,0.9,0,0,0.0,0.27,0.02,3.6,0,100.0
Baruasa,5.3,417,6.5,8.2,79.3,0.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Batar daan,75.3,107,2.2,2.2,19.6,0.0,0.7,20,30,0.6,200.0,90.0,0.1,0.0,0,0,0.0,0.18,0.02,0.0,0,100.0
Bika ambon,51.3,199,2.1,1.5,44.4,0.3,0.6,45,28,1.8,0.0,0.0,0.0,0.0,0,0,408.0,0.1,0.0,0.0,0,100.0
Bingka,44.4,273,5.3,10.6,39.1,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Bobengka,46.3,225,5.3,2.6,45.2,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Bolu peca,55.6,197,3.3,4.6,35.6,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Brem,37.4,249,3.4,0.4,58.0,0.0,0.9,198,86,2.0,0.0,0.0,0.0,0.0,0,0,240.0,0.34,0.0,0.0,0,100.0
Bubur tonotuan (Manado),80.9,156,2.3,0.2,15.6,8.2,1.0,41,20,0.4,486.0,164.0,0.3,0.4,0,1437,0.0,0.1,0.04,0.0,15,100.0
Cake tape,32.3,323,4.9,11.5,50.1,1.4,1.4,131,83,2.6,0.0,0.0,0.0,0.0,26,0,1872.0,0.38,0.16,0.3,0,100.0
Cangkuning,57.5,204,2.8,7.5,31.4,0.0,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Dodol bali,26.5,298,3.7,2.1,65.9,0.4,1.8,70,76,2.5,0.0,0.0,0.0,0.0,0,0,496.0,0.28,0.0,2.5,0,100.0
Dodol galamai,16.5,348,0.4,3.8,76.1,0.5,1.2,41,144,2.6,38.0,76.0,0.3,2.1,0,0,0.0,0.03,0.06,1.8,0,100.0
Dodol kedondong,26.4,331,1.9,7.6,63.8,1.0,0.4,90,55,2.3,0.0,0.0,0.0,0.0,0,0,408.0,0.11,0.0,0.8,5,100.0
Dodol manado,26.1,373,4.3,16.5,51.9,0.4,1.2,41,142,2.4,35.0,72.0,0.3,2.1,0,0,0.0,0.04,0.06,21.0,0,100.0
Emping beras,13.6,403,10.6,2.2,85.3,0.2,1.9,11,240,0.3,1.0,113.0,0.3,2.4,0,0,0.0,0.0,0.16,0.0,0,100.0
Gemblong,36.2,274,1.7,5.4,55.0,2.2,1.2,69,55,3.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Gendar goreng,30.4,407,6.4,28.2,0.5,0.1,3.0,216,62,1.6,0.0,0.0,0.0,0.0,0,0,184.0,0.16,0.0,0.6,0,100.0
Intip goreng,6.5,474,7.6,21.6,32.0,1.2,2.0,36,64,2.5,0.0,38.0,0.05,0.5,0,0,200.0,0.25,0.03,0.8,0,100.0
Jagung gerontol,61.7,156,2.7,1.3,62.3,1.0,0.8,51,105,1.2,0.0,0.0,0.0,0.0,0,0,162.0,0.08,0.0,0.0,0,100.0
Jagung titi,9.2,374,9.4,2.2,33.3,0.8,0.1,14,142,2.9,0.0,0.0,9.0,0.0,0,0,11507.0,0.2,0.0,0.0,0,100.0
Japilus,3.8,500,1.2,25.1,79.1,0.4,2.7,186,29,4.9,0.0,0.0,0.0,0.0,0,0,0.0,0.17,0.03,0.4,0,100.0
Kakicak,43.9,296,3.4,15.1,67.3,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kambose,61.5,164,3.0,2.4,36.7,4.3,0.7,16,36,0.7,0.0,32.0,0.1,1.6,0,256,0.0,0.1,0.1,0.4,0,100.0
Kapusa,63.5,158,4.4,3.2,32.6,5.3,1.0,79,115,1.2,104.0,149.0,0.5,1.1,0,1374,0.0,0.06,0.05,0.1,0,100.0
Keddo bodong,33.9,290,4.6,5.2,27.8,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
"Kelepon, kue",49.6,215,3.7,3.7,55.2,1.0,1.2,232,45,3.3,0.0,0.0,0.0,0.0,0,0,872.0,0.09,0.07,0.02,0,100.0
Kereput,3.5,580,4.8,39.6,42.8,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Ketoprak,69.1,153,7.9,7.7,51.5,2.9,2.6,153,134,3.4,0.0,0.0,0.0,0.0,3,0,435.0,0.05,0.0,0.0,0,100.0
Ketupat kandangan,78.5,109,2.2,5.2,13.0,0.0,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Koya,13.2,366,4.2,4.3,13.4,0.8,0.8,153,222,7.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Koya mirasa,7.2,370,8.0,1.0,77.5,0.4,1.6,83,110,17.0,0.0,0.0,0.0,0.0,3,0,144.0,0.19,0.45,2.6,0,100.0
Koyabu,44.2,241,3.4,4.3,82.2,0.0,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue ali,12.8,440,3.8,18.5,47.2,0.3,0.4,27,47,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.13,0.09,0.0,0,100.0
Kue bangen,5.6,442,3.3,14.7,64.5,0.0,2.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue gelang,7.1,448,5.8,16.1,74.2,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue jahe,3.7,425,1.6,8.8,70.0,1.2,1.3,155,61,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.2,0.0,0.0,0,100.0
Kue kelapa,3.3,591,5.6,42.1,84.6,0.0,1.5,32,180,1.6,33.0,443.0,0.5,1.1,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue koa,14.5,340,4.8,0.4,47.5,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue ku temu,46.2,214,3.5,0.2,49.6,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue lumpur,40.1,291,3.6,11.1,44.1,0.0,1.1,96,60,2.3,0.0,0.0,0.0,0.0,20,0,400.0,0.24,0.0,0.0,0,100.0
Kue pelita,71.0,141,5.3,5.5,17.6,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Kue putu cangkir,32.6,304,5.3,7.0,54.9,0.9,0.2,18,193,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.0,0.0,0,100.0
Kue sus,56.6,221,7.5,10.2,24.8,0.0,0.9,105,85,2.5,0.0,0.0,0.0,0.0,26,0,1300.0,0.12,0.0,0.0,0,100.0
Kue thipan,43.0,247,2.9,4.2,49.5,0.0,0.4,16,107,1.8,95.0,56.0,1.3,0.8,0,0,0.0,0.17,0.0,0.0,0,100.0
Laksa/Putu mayang,73.2,121,1.7,3.4,21.1,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Lapis legit,21.3,389,6.6,15.7,55.5,0.5,0.9,16,136,1.9,0.0,0.0,0.0,0.0,41,0,1032.0,0.26,0.09,3.0,0,100.0
Lapis ketan,61.0,164,1.8,2.1,34.5,0.7,0.6,119,31,1.5,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.0,0.2,0,100.0
Manan samin,27.1,379,3.4,18.1,50.6,0.0,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
Martabak india,65.8,153,4.5,4.2,224.3,0.0,1.2,14,108,2.4,240.0,112.0,0.4,0.5,0,0,0.0,0.0,0.0,0.0,0,100.0
Martabak mesir,40.2,278,5.1,8.6,45.0,0.0,1.1,49,168,3.4,193.0,123.0,0.2,0.9,0,0,0.0,0.0,0.0,0.0,0,100.0
Masekat,15.6,369,2.1,7.0,74.1,4.0,0.8,17,52,0.8,141.0,12.0,0.4,0.3,155,0,0.0,0.0,0.0,0.0,0,100.0
Mie aceh rebus,74.6,113,3.0,3.2,18.1,0.0,1.1,22,44,1.4,191.0,36.0,0.2,0.3,0,0,0.0,0.0,0.0,0.0,0,100.0
Mie ayam,78.6,102,6.2,3.9,10.5,0.0,0.8,262,51,1.8,279.0,0.0,0.0,0.0,39,0,166.0,0.85,0.0,0.0,0,100.0
Mie bakso,74.5,114,5.3,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
Mie celon,75.9,102,3.0,2.1,17.8,0.0,1.2,12,84,1.4,451.0,112.0,0.1,0.5,0,0,0.0,0.0,0.0,0.0,0,100.0
Mie pangsit basah,79.2,105,5.9,4.9,9.4,0.0,0.7,208,48,2.0,530.0,0.0,0.0,0.0,25,0,620.0,0.46,0.0,0.0,0,100.0
Nasi gemuk,61.4,192,3.8,8.8,24.4,0.7,1.6,15,74,1.0,355.0,63.0,0.2,1.4,0,0,0.0,0.19,0.05,2.0,0,100.0
Nasi gurih,60.5,190,4.7,7.5,26.0,0.7,1.3,12,62,0.8,296.0,52.0,0.2,1.2,0,0,0.0,0.11,0.06,2.1,0,100.0
Nasi minyak,53.3,207,3.5,5.0,37.1,0.8,1.1,26,100,1.5,74.0,174.0,0.2,2.2,0,0,0.0,0.14,0.07,2.6,0,100.0
Nasi rames,65.8,155,10.3,4.2,19.1,0.0,0.6,239,62,1.8,265.0,0.0,0.0,0.0,96,0,3140.0,0.59,0.0,0.0,0,100.0
Nopia spesial,11.5,387,5.3,7.6,74.3,0.3,1.3,903,133,4.2,0.0,0.0,0.0,0.0,0,0,512.0,0.17,0.0,0.0,0,100.0
Onde-onde,27.7,336,4.0,9.8,57.9,0.0,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
